state_abbreviation,state_name,reporting_month,reporting_year,preliminary_or_updated,final_report,total_medicaid_and_chip_enrollment,total_medicaid_enrollment,total_chip_enrollment,medicaid_and_chip_child_enrollment,total_adult_medicaid_enrollment,new_applications_submitted_to_medicaid_and_chip_agencies,total_applications_for_financial_assistance_submitted_at_state_level,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_chip_at_application,total_medicaid_and_chip_determinations
HI,Hawaii,2024-12-01,2024,U,Y,398504.0,376437.0,22067.0,151438.0,247066.0,3335.0,3335.0,5806.0,327.0,6133.0
HI,Hawaii,2025-01-01,2025,U,Y,404525.0,381302.0,23223.0,154938.0,249587.0,3964.0,3964.0,5797.0,275.0,6072.0
HI,Hawaii,2025-02-01,2025,U,Y,403422.0,379959.0,23463.0,154869.0,248553.0,2956.0,2956.0,4230.0,216.0,4446.0
HI,Hawaii,2025-03-01,2025,U,Y,401480.0,377995.0,23485.0,154557.0,246923.0,3627.0,3627.0,4410.0,186.0,4596.0
HI,Hawaii,2025-04-01,2025,U,Y,399412.0,375712.0,23700.0,154292.0,245120.0,3696.0,3696.0,4699.0,224.0,4923.0
HI,Hawaii,2025-05-01,2025,U,Y,395873.0,372190.0,23683.0,153441.0,242432.0,3574.0,3574.0,4534.0,205.0,4739.0
HI,Hawaii,2025-06-01,2025,U,Y,394045.0,370469.0,23576.0,152564.0,241481.0,3544.0,3544.0,4460.0,188.0,4648.0
HI,Hawaii,2025-07-01,2025,U,Y,392938.0,369385.0,23553.0,152335.0,240603.0,3222.0,3222.0,2936.0,173.0,3109.0
HI,Hawaii,2025-08-01,2025,U,Y,391691.0,367988.0,23703.0,152403.0,239288.0,3575.0,3575.0,4093.0,247.0,4340.0
HI,Hawaii,2025-09-01,2025,U,Y,390360.0,366401.0,23959.0,152558.0,237802.0,4117.0,4117.0,4615.0,250.0,4865.0
HI,Hawaii,2025-10-01,2025,U,Y,390044.0,365969.0,24075.0,152634.0,237410.0,3949.0,3949.0,4585.0,197.0,4782.0
HI,Hawaii,2025-11-01,2025,U,Y,389135.0,364787.0,24348.0,152784.0,236351.0,3297.0,3297.0,4503.0,318.0,4821.0
HI,Hawaii,2025-12-01,2025,U,Y,388228.0,363466.0,24762.0,153121.0,235107.0,3733.0,3733.0,3496.0,264.0,3760.0
HI,Hawaii,2026-01-01,2026,U,Y,388088.0,362742.0,25346.0,153495.0,234593.0,3872.0,3872.0,4609.0,249.0,4858.0
HI,Hawaii,2026-02-01,2026,P,N,387233.0,361658.0,25575.0,153572.0,233661.0,3409.0,3409.0,4051.0,141.0,4192.0
IA,Iowa,2019-01-01,2019,U,Y,673101.0,600393.0,72708.0,336536.0,,14955.0,14955.0,1287.0,0.0,1287.0
IA,Iowa,2019-02-01,2019,U,Y,673768.0,600257.0,73511.0,336722.0,,13883.0,13883.0,1191.0,0.0,1191.0
IA,Iowa,2019-03-01,2019,U,Y,673063.0,599171.0,73892.0,336587.0,,15151.0,15151.0,1247.0,0.0,1247.0
IA,Iowa,2019-04-01,2019,U,Y,673656.0,599888.0,73768.0,336680.0,,15262.0,15262.0,1363.0,0.0,1363.0
IA,Iowa,2019-05-01,2019,U,Y,674047.0,600632.0,73415.0,336469.0,,15061.0,15061.0,1187.0,0.0,1187.0
IA,Iowa,2019-06-01,2019,U,Y,676777.0,600432.0,76345.0,339084.0,,13620.0,13620.0,963.0,0.0,963.0
IA,Iowa,2019-07-01,2019,U,Y,678370.0,601829.0,76541.0,339875.0,,15428.0,15428.0,1170.0,0.0,1170.0
IA,Iowa,2019-08-01,2019,U,Y,678991.0,603062.0,75929.0,339329.0,,15833.0,15833.0,1012.0,0.0,1012.0
IA,Iowa,2019-09-01,2019,U,Y,678361.0,602355.0,76006.0,338596.0,,14284.0,14284.0,1061.0,0.0,1061.0
IA,Iowa,2019-10-01,2019,U,Y,679643.0,602280.0,77363.0,339555.0,,16100.0,16100.0,1263.0,0.0,1263.0
IA,Iowa,2019-11-01,2019,U,Y,679156.0,601751.0,77405.0,338618.0,,13089.0,13089.0,11342.0,2364.0,13706.0
IA,Iowa,2019-12-01,2019,U,Y,679651.0,600778.0,78873.0,338977.0,,13615.0,13615.0,12485.0,2380.0,14865.0
IA,Iowa,2020-01-01,2020,U,Y,680117.0,600122.0,79995.0,339787.0,,14801.0,14801.0,12408.0,2302.0,14710.0
IA,Iowa,2020-02-01,2020,U,Y,677141.0,597839.0,79302.0,337748.0,,13646.0,13646.0,12782.0,2730.0,15512.0
IA,Iowa,2020-03-01,2020,U,Y,678312.0,597365.0,80947.0,338720.0,,13043.0,13043.0,12557.0,2661.0,15218.0
IA,Iowa,2020-04-01,2020,U,Y,686819.0,605295.0,81524.0,341135.0,,10404.0,10404.0,13705.0,2143.0,15848.0
IA,Iowa,2020-05-01,2020,U,Y,694372.0,613151.0,81221.0,343554.0,,8280.0,8280.0,9039.0,1257.0,10296.0
IA,Iowa,2020-06-01,2020,U,Y,702567.0,621701.0,80866.0,346115.0,,9992.0,9992.0,9656.0,1544.0,11200.0
IA,Iowa,2020-07-01,2020,U,Y,711187.0,631207.0,79980.0,349026.0,,10563.0,10563.0,9964.0,1896.0,11860.0
IA,Iowa,2020-08-01,2020,U,Y,719759.0,639739.0,80020.0,352191.0,,10366.0,10366.0,9335.0,1769.0,11104.0
IA,Iowa,2020-09-01,2020,U,Y,727249.0,647104.0,80145.0,354687.0,,10075.0,10075.0,9290.0,1645.0,10935.0
IA,Iowa,2020-10-01,2020,U,Y,733919.0,653337.0,80582.0,356748.0,,9351.0,9351.0,9598.0,1656.0,11254.0
IA,Iowa,2020-11-01,2020,U,Y,742012.0,661055.0,80957.0,358746.0,,7381.0,7381.0,8462.0,1347.0,9809.0
IA,Iowa,2020-12-01,2020,U,Y,750018.0,667702.0,82316.0,361097.0,,12113.0,12113.0,10441.0,1573.0,12014.0
IA,Iowa,2021-01-01,2021,U,Y,756195.0,674776.0,81419.0,363091.0,,9519.0,9519.0,8827.0,1265.0,10092.0
IA,Iowa,2021-02-01,2021,U,Y,762431.0,680893.0,81538.0,365009.0,,9425.0,9425.0,8019.0,1228.0,9247.0
IA,Iowa,2021-03-01,2021,U,Y,767918.0,686127.0,81791.0,366574.0,,10322.0,10322.0,7658.0,1173.0,8831.0
IA,Iowa,2021-04-01,2021,U,Y,773608.0,691529.0,82079.0,368085.0,,10765.0,10765.0,7469.0,1149.0,8618.0
IA,Iowa,2021-05-01,2021,U,Y,778247.0,696531.0,81716.0,368981.0,,9660.0,9660.0,7063.0,1027.0,8090.0
IA,Iowa,2021-06-01,2021,U,Y,781468.0,701516.0,79952.0,368696.0,,10933.0,10933.0,7950.0,1191.0,9141.0
IA,Iowa,2021-07-01,2021,U,Y,786223.0,706396.0,79827.0,370138.0,,11853.0,11853.0,7800.0,1314.0,9114.0
IA,Iowa,2021-08-01,2021,U,Y,791963.0,712090.0,79873.0,371825.0,,13032.0,13032.0,8658.0,1395.0,10053.0
IA,Iowa,2021-09-01,2021,U,Y,794834.0,714981.0,79853.0,371911.0,,12752.0,12752.0,7751.0,1088.0,8839.0
IA,Iowa,2021-10-01,2021,U,Y,798442.0,718836.0,79606.0,373079.0,,12697.0,12697.0,8326.0,1257.0,9583.0
IA,Iowa,2021-11-01,2021,U,Y,802055.0,723509.0,78546.0,373571.0,,17975.0,17975.0,7537.0,1002.0,8539.0
IA,Iowa,2021-12-01,2021,U,Y,805021.0,727367.0,77654.0,373933.0,,17237.0,17237.0,8502.0,1128.0,9630.0
IA,Iowa,2022-01-01,2022,U,Y,810098.0,732798.0,77300.0,375572.0,,14931.0,14931.0,8864.0,1213.0,10077.0
IA,Iowa,2022-02-01,2022,U,Y,812629.0,736042.0,76587.0,376269.0,,11769.0,11769.0,6761.0,1008.0,7769.0
IA,Iowa,2022-03-01,2022,U,Y,815024.0,739273.0,75751.0,376778.0,,13253.0,13253.0,7098.0,915.0,8013.0
IA,Iowa,2022-04-01,2022,U,Y,818382.0,743450.0,74932.0,377615.0,,11990.0,11990.0,7011.0,979.0,7990.0
IA,Iowa,2022-05-01,2022,U,Y,820690.0,746418.0,74272.0,378042.0,,11657.0,11657.0,6973.0,906.0,7879.0
IA,Iowa,2022-06-01,2022,U,Y,823937.0,750262.0,73675.0,378785.0,,12378.0,12378.0,7201.0,1029.0,8230.0
IA,Iowa,2022-07-01,2022,U,Y,828281.0,754984.0,73297.0,380239.0,,12186.0,12186.0,6843.0,972.0,7815.0
IA,Iowa,2022-08-01,2022,U,Y,833293.0,760828.0,72465.0,381600.0,,14628.0,14628.0,7754.0,1124.0,8878.0
IA,Iowa,2022-09-01,2022,U,Y,837687.0,765715.0,71972.0,382956.0,,13295.0,13295.0,7684.0,1149.0,8833.0
IA,Iowa,2022-10-01,2022,U,Y,841506.0,770115.0,71391.0,383827.0,,13296.0,13296.0,7198.0,983.0,8181.0
IA,Iowa,2022-11-01,2022,U,Y,845409.0,774518.0,70891.0,384435.0,,18501.0,18501.0,6692.0,944.0,7636.0
IA,Iowa,2022-12-01,2022,U,Y,850906.0,780248.0,70658.0,385893.0,,18246.0,18246.0,7773.0,959.0,8732.0
IA,Iowa,2023-01-01,2023,U,Y,855602.0,784989.0,70613.0,387306.0,,16265.0,16265.0,8779.0,1154.0,9933.0
IA,Iowa,2023-02-01,2023,U,Y,859437.0,788954.0,70483.0,388601.0,,11571.0,11571.0,7788.0,1100.0,8888.0
IA,Iowa,2023-03-01,2023,U,Y,862577.0,792716.0,69861.0,389427.0,,13050.0,13050.0,7023.0,987.0,8010.0
IA,Iowa,2023-04-01,2023,U,Y,866496.0,796978.0,69518.0,390525.0,,11407.0,11407.0,6912.0,861.0,7773.0
IA,Iowa,2023-05-01,2023,U,Y,860981.0,789167.0,71814.0,390261.0,,13848.0,13848.0,7464.0,992.0,8456.0
IA,Iowa,2023-06-01,2023,U,Y,830677.0,757677.0,73000.0,380601.0,,16674.0,16674.0,8723.0,1738.0,10461.0
IA,Iowa,2023-07-01,2023,U,Y,802222.0,729077.0,73145.0,371877.0,,19413.0,19413.0,7935.0,1456.0,9391.0
IA,Iowa,2023-08-01,2023,U,Y,774745.0,701049.0,73696.0,363903.0,,23218.0,23218.0,10026.0,1831.0,11857.0
IA,Iowa,2023-09-01,2023,U,Y,751823.0,676932.0,74891.0,356609.0,,21496.0,21496.0,9430.0,1973.0,11403.0
IA,Iowa,2023-10-01,2023,U,Y,735976.0,659448.0,76528.0,351487.0,,23743.0,23743.0,10783.0,2094.0,12877.0
IA,Iowa,2023-11-01,2023,U,Y,720790.0,642555.0,78235.0,346290.0,,27806.0,27806.0,10945.0,1994.0,12939.0
IA,Iowa,2023-12-01,2023,U,Y,710281.0,629270.0,81011.0,343650.0,,27968.0,27968.0,11610.0,1917.0,13527.0
IA,Iowa,2024-01-01,2024,U,Y,709029.0,626986.0,82043.0,344704.0,,25520.0,25520.0,11602.0,1908.0,13510.0
IA,Iowa,2024-02-01,2024,U,Y,708931.0,625741.0,83190.0,346554.0,,20035.0,20035.0,13893.0,2087.0,15980.0
IA,Iowa,2024-03-01,2024,U,Y,708615.0,623486.0,85129.0,348149.0,,19957.0,19957.0,12916.0,1745.0,14661.0
IA,Iowa,2024-04-01,2024,U,Y,689404.0,602555.0,86849.0,342316.0,,21899.0,21899.0,12643.0,1913.0,14556.0
IA,Iowa,2024-05-01,2024,U,Y,687589.0,600293.0,87296.0,342201.0,,20282.0,20282.0,11546.0,2074.0,13620.0
IA,Iowa,2024-06-01,2024,U,Y,686233.0,598431.0,87802.0,342028.0,,18516.0,18516.0,11178.0,1779.0,12957.0
IA,Iowa,2024-07-01,2024,U,Y,685050.0,597059.0,87991.0,341835.0,343215.0,21508.0,21508.0,10362.0,1832.0,12194.0
IA,Iowa,2024-08-01,2024,U,Y,684700.0,596291.0,88409.0,342100.0,342600.0,21609.0,21609.0,10833.0,1832.0,12665.0
IA,Iowa,2024-09-01,2024,U,Y,684610.0,595739.0,88871.0,342453.0,342157.0,19529.0,19529.0,10434.0,1832.0,12266.0
IA,Iowa,2024-10-01,2024,U,Y,684106.0,594986.0,89120.0,342470.0,341636.0,22499.0,22499.0,12066.0,2190.0,14256.0
IA,Iowa,2024-11-01,2024,U,Y,684290.0,595046.0,89244.0,342485.0,341805.0,25954.0,25954.0,10282.0,1730.0,12012.0
IA,Iowa,2024-12-01,2024,U,Y,681397.0,596144.0,85253.0,338785.0,342612.0,29904.0,29904.0,10944.0,1555.0,12499.0
IA,Iowa,2025-01-01,2025,U,Y,682489.0,596380.0,86109.0,339723.0,342766.0,25701.0,25701.0,11825.0,1845.0,13670.0
IA,Iowa,2025-02-01,2025,U,Y,682234.0,595865.0,86369.0,339545.0,342689.0,18594.0,18594.0,11001.0,1783.0,12784.0
IA,Iowa,2025-03-01,2025,U,Y,677395.0,591157.0,86238.0,337270.0,340125.0,19115.0,19115.0,10748.0,1803.0,12551.0
IA,Iowa,2025-04-01,2025,U,Y,675144.0,589030.0,86114.0,336939.0,338205.0,20199.0,20199.0,10804.0,1787.0,12591.0
IA,Iowa,2025-05-01,2025,U,Y,673680.0,587212.0,86468.0,336454.0,337226.0,19118.0,19118.0,9395.0,1596.0,10991.0
IA,Iowa,2025-06-01,2025,U,Y,671287.0,585095.0,86192.0,335410.0,335877.0,17849.0,17849.0,9589.0,1738.0,11327.0
IA,Iowa,2025-07-01,2025,U,Y,671481.0,585421.0,86060.0,335416.0,336065.0,19579.0,19579.0,9249.0,1567.0,10816.0
IA,Iowa,2025-08-01,2025,U,Y,671247.0,584895.0,86352.0,335177.0,336070.0,19993.0,19993.0,9486.0,1797.0,11283.0
IA,Iowa,2025-09-01,2025,U,Y,672580.0,586619.0,85961.0,335297.0,337283.0,19218.0,19218.0,9007.0,1803.0,10810.0
IA,Iowa,2025-10-01,2025,U,Y,671561.0,585871.0,85690.0,334222.0,337339.0,18622.0,18622.0,9375.0,1830.0,11205.0
IA,Iowa,2025-11-01,2025,U,Y,670680.0,585282.0,85398.0,332701.0,337979.0,21365.0,21365.0,7131.0,1299.0,8430.0
IA,Iowa,2025-12-01,2025,U,Y,671552.0,586048.0,85504.0,332433.0,339119.0,29015.0,29015.0,10880.0,1796.0,12676.0
IA,Iowa,2026-01-01,2026,U,Y,673917.0,588370.0,85547.0,333571.0,340346.0,23214.0,23214.0,11210.0,2100.0,13310.0
IA,Iowa,2026-02-01,2026,P,N,670025.0,585321.0,84704.0,331383.0,338642.0,18300.0,18300.0,9393.0,1978.0,11371.0
ID,Idaho,2019-01-01,2019,U,Y,267944.0,241187.0,26757.0,191108.0,,10819.0,10819.0,8233.0,1039.0,9272.0
ID,Idaho,2019-02-01,2019,U,Y,269916.0,243379.0,26537.0,192703.0,,7428.0,7428.0,5736.0,563.0,6299.0
ID,Idaho,2019-03-01,2019,U,Y,271203.0,244691.0,26512.0,193675.0,,7693.0,7693.0,6319.0,589.0,6908.0
ID,Idaho,2019-04-01,2019,U,Y,272589.0,246377.0,26212.0,194704.0,,7827.0,7827.0,6179.0,465.0,6644.0
ID,Idaho,2019-05-01,2019,U,Y,273856.0,247939.0,25917.0,195677.0,,7417.0,7417.0,5369.0,374.0,5743.0
ID,Idaho,2019-06-01,2019,U,Y,274946.0,249346.0,25600.0,196683.0,,7063.0,7063.0,5272.0,332.0,5604.0
ID,Idaho,2019-07-01,2019,U,Y,265493.0,239694.0,25799.0,187915.0,,12649.0,12649.0,9452.0,1198.0,10650.0
ID,Idaho,2019-08-01,2019,U,Y,259850.0,233930.0,25920.0,183224.0,,12515.0,12515.0,10182.0,1179.0,11361.0
ID,Idaho,2019-09-01,2019,U,Y,262616.0,236614.0,26002.0,185620.0,,10671.0,10671.0,8491.0,739.0,9230.0
ID,Idaho,2019-10-01,2019,U,Y,264965.0,238986.0,25979.0,187533.0,,12752.0,12752.0,11819.0,971.0,12790.0
ID,Idaho,2019-11-01,2019,U,Y,266732.0,240676.0,26056.0,189091.0,,18472.0,18472.0,12275.0,1729.0,14004.0
ID,Idaho,2019-12-01,2019,U,Y,267602.0,241549.0,26053.0,190135.0,,19471.0,19471.0,8308.0,839.0,9147.0
ID,Idaho,2020-01-01,2020,U,Y,313122.0,285354.0,27768.0,173233.0,,20404.0,20404.0,21398.0,2314.0,23712.0
ID,Idaho,2020-02-01,2020,U,Y,319534.0,291745.0,27789.0,175309.0,,12045.0,12045.0,15040.0,1392.0,16432.0
ID,Idaho,2020-03-01,2020,U,Y,325353.0,298022.0,27331.0,177196.0,,11277.0,11277.0,13202.0,847.0,14049.0
ID,Idaho,2020-04-01,2020,U,Y,332920.0,305509.0,27411.0,179778.0,,10274.0,10274.0,13957.0,666.0,14623.0
ID,Idaho,2020-05-01,2020,U,Y,337725.0,311105.0,26620.0,180965.0,,8154.0,8154.0,8871.0,346.0,9217.0
ID,Idaho,2020-06-01,2020,U,Y,342341.0,315855.0,26486.0,182090.0,,8838.0,8838.0,8760.0,375.0,9135.0
ID,Idaho,2020-07-01,2020,U,Y,347777.0,320907.0,26870.0,183847.0,,9272.0,9272.0,8940.0,359.0,9299.0
ID,Idaho,2020-08-01,2020,U,Y,354061.0,326839.0,27222.0,185886.0,,8964.0,8964.0,8658.0,365.0,9023.0
ID,Idaho,2020-09-01,2020,U,Y,359001.0,331920.0,27081.0,187177.0,,9041.0,9041.0,8757.0,431.0,9188.0
ID,Idaho,2020-10-01,2020,U,Y,363581.0,336485.0,27096.0,188454.0,,15567.0,15567.0,13303.0,807.0,14110.0
ID,Idaho,2020-11-01,2020,U,Y,373786.0,346626.0,27160.0,194786.0,,11799.0,11799.0,8721.0,53.0,8774.0
ID,Idaho,2020-12-01,2020,U,Y,376688.0,348775.0,27913.0,195654.0,,14388.0,14388.0,12676.0,1227.0,13903.0
ID,Idaho,2021-01-01,2021,U,Y,383589.0,354382.0,29207.0,197159.0,,9169.0,9169.0,8809.0,2401.0,11210.0
ID,Idaho,2021-02-01,2021,U,Y,386821.0,357508.0,29313.0,197984.0,,8222.0,8222.0,7685.0,340.0,8025.0
ID,Idaho,2021-03-01,2021,U,Y,391548.0,361626.0,29922.0,199536.0,,10233.0,10233.0,8207.0,746.0,8953.0
ID,Idaho,2021-04-01,2021,U,Y,395586.0,364507.0,31079.0,200822.0,,10233.0,10233.0,7514.0,318.0,7832.0
ID,Idaho,2021-05-01,2021,U,Y,396646.0,365359.0,31287.0,200438.0,,7907.0,7907.0,6781.0,346.0,7127.0
ID,Idaho,2021-06-01,2021,U,Y,395822.0,364391.0,31431.0,199776.0,,8858.0,8858.0,7422.0,381.0,7803.0
ID,Idaho,2021-07-01,2021,U,Y,399433.0,367331.0,32102.0,200952.0,,8384.0,8384.0,7568.0,336.0,7904.0
ID,Idaho,2021-08-01,2021,U,Y,398124.0,364712.0,33412.0,197790.0,,8925.0,8925.0,7497.0,480.0,7977.0
ID,Idaho,2021-09-01,2021,U,Y,400157.0,366172.0,33985.0,197885.0,,8241.0,8241.0,7350.0,322.0,7672.0
ID,Idaho,2021-10-01,2021,U,Y,403570.0,369194.0,34376.0,198802.0,,7957.0,7957.0,7078.0,475.0,7553.0
ID,Idaho,2021-11-01,2021,U,Y,406367.0,371882.0,34485.0,199464.0,,9375.0,9375.0,6984.0,337.0,7321.0
ID,Idaho,2021-12-01,2021,U,Y,409836.0,375242.0,34594.0,200381.0,,10753.0,10753.0,8053.0,350.0,8403.0
ID,Idaho,2022-01-01,2022,U,Y,413410.0,378465.0,34945.0,201399.0,,11106.0,11106.0,6651.0,358.0,7009.0
ID,Idaho,2022-02-01,2022,U,Y,412356.0,377698.0,34658.0,200520.0,,8631.0,8631.0,6736.0,364.0,7100.0
ID,Idaho,2022-03-01,2022,U,Y,415362.0,380216.0,35146.0,201578.0,,8612.0,8612.0,7363.0,314.0,7677.0
ID,Idaho,2022-04-01,2022,U,Y,417777.0,382170.0,35607.0,201943.0,,7547.0,7547.0,6567.0,232.0,6799.0
ID,Idaho,2022-05-01,2022,U,Y,419898.0,384132.0,35766.0,202035.0,,6858.0,6858.0,5917.0,309.0,6226.0
ID,Idaho,2022-06-01,2022,U,Y,426582.0,390003.0,36579.0,204030.0,,6993.0,6993.0,6179.0,387.0,6566.0
ID,Idaho,2022-07-01,2022,U,Y,430307.0,393687.0,36620.0,205009.0,,6171.0,6171.0,5973.0,256.0,6229.0
ID,Idaho,2022-08-01,2022,U,Y,432974.0,395652.0,37322.0,205916.0,,7562.0,7562.0,7193.0,310.0,7503.0
ID,Idaho,2022-09-01,2022,U,Y,436769.0,398911.0,37858.0,207027.0,,6871.0,6871.0,6917.0,323.0,7240.0
ID,Idaho,2022-10-01,2022,U,Y,445060.0,406518.0,38542.0,209634.0,,6602.0,6602.0,6584.0,227.0,6811.0
ID,Idaho,2022-11-01,2022,U,Y,449203.0,410466.0,38737.0,211296.0,,6638.0,6638.0,6209.0,318.0,6527.0
ID,Idaho,2022-12-01,2022,U,Y,452903.0,413988.0,38915.0,211641.0,,6555.0,6555.0,7661.0,441.0,8102.0
ID,Idaho,2023-01-01,2023,U,Y,455548.0,416219.0,39329.0,212232.0,,6851.0,6851.0,6853.0,324.0,7177.0
ID,Idaho,2023-02-01,2023,U,Y,457355.0,418002.0,39353.0,212284.0,,5905.0,5905.0,5528.0,268.0,5796.0
ID,Idaho,2023-03-01,2023,U,Y,460085.0,420638.0,39447.0,213027.0,,6567.0,6567.0,5827.0,310.0,6137.0
ID,Idaho,2023-04-01,2023,U,Y,443371.0,407002.0,36369.0,207630.0,,6754.0,6754.0,5489.0,239.0,5728.0
ID,Idaho,2023-05-01,2023,U,Y,432712.0,398924.0,33788.0,203124.0,,7528.0,7528.0,6056.0,346.0,6402.0
ID,Idaho,2023-06-01,2023,U,Y,385133.0,357575.0,27558.0,184123.0,,9890.0,9890.0,7895.0,681.0,8576.0
ID,Idaho,2023-07-01,2023,U,Y,363567.0,337970.0,25597.0,176213.0,,9629.0,9629.0,8745.0,753.0,9498.0
ID,Idaho,2023-08-01,2023,U,Y,344660.0,320498.0,24162.0,169319.0,,11521.0,11521.0,10518.0,1021.0,11539.0
ID,Idaho,2023-09-01,2023,U,Y,314488.0,293225.0,21263.0,157417.0,,11433.0,11433.0,10401.0,977.0,11378.0
ID,Idaho,2023-10-01,2023,U,Y,318932.0,297242.0,21690.0,159348.0,,10550.0,10550.0,10863.0,963.0,11826.0
ID,Idaho,2023-11-01,2023,U,Y,336928.0,314172.0,22756.0,165185.0,,9966.0,9966.0,10192.0,874.0,11066.0
ID,Idaho,2023-12-01,2023,U,Y,338380.0,315498.0,22882.0,165869.0,,9289.0,9289.0,12058.0,1069.0,13127.0
ID,Idaho,2024-01-01,2024,U,Y,338912.0,316175.0,22737.0,166319.0,,10578.0,10578.0,9384.0,744.0,10128.0
ID,Idaho,2024-02-01,2024,U,Y,335633.0,313131.0,22502.0,164934.0,,9405.0,9405.0,9106.0,693.0,9799.0
ID,Idaho,2024-03-01,2024,U,Y,334419.0,312265.0,22154.0,164661.0,,9333.0,9333.0,9012.0,679.0,9691.0
ID,Idaho,2024-04-01,2024,U,Y,333770.0,311829.0,21941.0,163971.0,,9902.0,9902.0,9993.0,735.0,10728.0
ID,Idaho,2024-05-01,2024,U,Y,331346.0,309716.0,21630.0,162990.0,,9720.0,9720.0,10036.0,747.0,10783.0
ID,Idaho,2024-06-01,2024,U,Y,324920.0,304590.0,20330.0,159830.0,,8625.0,8625.0,8216.0,626.0,8842.0
ID,Idaho,2024-07-01,2024,U,Y,321164.0,300833.0,20331.0,158886.0,162278.0,9922.0,9922.0,9822.0,793.0,10615.0
ID,Idaho,2024-08-01,2024,U,Y,317463.0,297155.0,20308.0,157810.0,159653.0,10022.0,10022.0,10194.0,870.0,11064.0
ID,Idaho,2024-09-01,2024,U,Y,315795.0,295685.0,20110.0,157087.0,158708.0,9149.0,9149.0,9243.0,769.0,10012.0
ID,Idaho,2024-10-01,2024,U,Y,317061.0,296693.0,20368.0,157424.0,159637.0,10099.0,10099.0,10419.0,870.0,11289.0
ID,Idaho,2024-11-01,2024,U,Y,318399.0,297950.0,20449.0,157756.0,160643.0,8837.0,8837.0,9147.0,778.0,9925.0
ID,Idaho,2024-12-01,2024,U,Y,319959.0,299426.0,20533.0,158281.0,161678.0,9469.0,9469.0,11473.0,901.0,12374.0
ID,Idaho,2025-01-01,2025,U,Y,321003.0,300476.0,20527.0,158620.0,162383.0,10220.0,10220.0,9638.0,601.0,10239.0
ID,Idaho,2025-02-01,2025,U,Y,320307.0,299878.0,20429.0,158340.0,161967.0,8615.0,8615.0,9258.0,672.0,9930.0
ID,Idaho,2025-03-01,2025,U,Y,321720.0,301261.0,20459.0,158566.0,163154.0,8808.0,8808.0,8823.0,618.0,9441.0
ID,Idaho,2025-04-01,2025,U,Y,320470.0,300434.0,20036.0,157521.0,162949.0,9142.0,9142.0,9002.0,659.0,9661.0
ID,Idaho,2025-05-01,2025,U,Y,318814.0,298932.0,19882.0,156736.0,162078.0,8246.0,8246.0,8212.0,662.0,8874.0
ID,Idaho,2025-06-01,2025,U,Y,315910.0,296251.0,19659.0,155389.0,160521.0,8022.0,8022.0,7870.0,581.0,8451.0
ID,Idaho,2025-07-01,2025,U,Y,316230.0,296661.0,19569.0,154901.0,161329.0,9134.0,9134.0,8630.0,633.0,9263.0
ID,Idaho,2025-08-01,2025,U,Y,315337.0,295855.0,19482.0,154400.0,160937.0,8423.0,8423.0,8095.0,645.0,8740.0
ID,Idaho,2025-09-01,2025,U,Y,315251.0,295732.0,19519.0,154108.0,161143.0,8733.0,8733.0,8419.0,684.0,9103.0
ID,Idaho,2025-10-01,2025,U,Y,314788.0,295134.0,19654.0,153471.0,161317.0,8903.0,8903.0,8776.0,771.0,9547.0
ID,Idaho,2025-11-01,2025,U,Y,313479.0,293777.0,19702.0,152921.0,160558.0,7317.0,7317.0,7017.0,750.0,7767.0
ID,Idaho,2025-12-01,2025,U,Y,313952.0,294104.0,19848.0,153043.0,160909.0,8713.0,8713.0,9435.0,866.0,10301.0
ID,Idaho,2026-01-01,2026,U,Y,314295.0,294404.0,19891.0,153016.0,161279.0,9023.0,9023.0,8535.0,668.0,9203.0
ID,Idaho,2026-02-01,2026,P,N,311066.0,291471.0,19595.0,151079.0,159987.0,7519.0,7519.0,7158.0,549.0,7707.0
IL,Illinois,2019-01-01,2019,U,Y,2984833.0,2739921.0,244912.0,1379502.0,,51212.0,51212.0,43859.0,4752.0,48611.0
IL,Illinois,2019-02-01,2019,U,Y,2959871.0,2712626.0,247245.0,1371479.0,,48822.0,48822.0,36296.0,3752.0,40048.0
IL,Illinois,2019-03-01,2019,U,Y,2953478.0,2702681.0,250797.0,1370249.0,,52867.0,52867.0,44574.0,4288.0,48862.0
IL,Illinois,2019-04-01,2019,U,Y,2959731.0,2706097.0,253634.0,1372966.0,,52798.0,52798.0,49648.0,4726.0,54374.0
IL,Illinois,2019-05-01,2019,U,Y,2952683.0,2700146.0,252537.0,1370956.0,,52419.0,52419.0,50759.0,5198.0,55957.0
IL,Illinois,2019-06-01,2019,U,Y,2954400.0,2699965.0,254435.0,1371815.0,,51483.0,51483.0,45379.0,4268.0,49647.0
IL,Illinois,2019-07-01,2019,U,Y,2956137.0,2698856.0,257281.0,1371270.0,,62434.0,62434.0,49417.0,4694.0,54111.0
IL,Illinois,2019-08-01,2019,U,Y,2962259.0,2702676.0,259583.0,1372769.0,,63234.0,63234.0,50157.0,5174.0,55331.0
IL,Illinois,2019-09-01,2019,U,Y,2960638.0,2697338.0,263300.0,1372042.0,,57146.0,57146.0,44704.0,4590.0,49294.0
IL,Illinois,2019-10-01,2019,U,Y,2961049.0,2694439.0,266610.0,1371721.0,,61506.0,61506.0,48308.0,4643.0,52951.0
